Item,Division
PreConstruction Services,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Sales Tax  Materials,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
FF&E,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Overhead & Profit,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Engineering Fees,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Startup Items  Arch  Eng  Phase 1  Geo  Permits  etc,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Supervisor Workstations  Allowance,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
BDA  Permit,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Architectural  Engineering,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Drywall  Bond,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Print Cribs  Allowance,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Profit,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Owner Betterment  Allowance,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Specs  Plats  Blueprints,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Sales Tax @ 825% (Equipment),GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Jungman Laffere     ($160000),GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Permit  Allowance,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
?,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Plans     ($449228),GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Tenant Improvements,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Bidirectional Amplification Emergency Radio  Allowance,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Roof  Bond,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Civil Architectural Structural MEP FP FA  Design,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Sales Tax  Equipment,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Material Testing,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Designated Tenant Allowances,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Design,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
OHT Funding,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Preconstruction  Design,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Permit Fees,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Stucco  Bond,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
OH & P,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Project Specific Policy Estimate,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Soft Costs,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Electrical  Permit,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Doors & Frames  Bond,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Gross Receipts Tax,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Owner Soft Cost (Land),GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Permits  Plan Review & Impact Fees,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
GENERAL CONTRACTOR FEES  OVERHEAD & PROFIT TOTAL,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Performance Bond,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Includes Allowance of $7000 for Water  Sewer Impact Fee,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
GC Fee,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Overhead & Contractor FEE,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Final Permit Comments  Allowance,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Design Costs,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Building #2     $80750,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Fee,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Design and Engineering,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Applicable Taxes (Sales Use Etc),GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Sliding Glass Doors and Window  Bond,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
PERMITS & OTHER FEES,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Building Permits,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Site Due Diligence   $36550,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Sales Tax,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Building #1     $142120,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
#4  Engineering letter certifying 2nd floor,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Final Detailing,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Plumbing  Bond,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
HVAC  Bond,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Discretionary Tenant Improvement  Allowance,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Bond (Water in public easements),GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Allowances,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Office buildout  Allowance,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Markup,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Material Escalation  Allowance,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Professional Services,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Cabinet  Bond,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Contractors Fee,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Sales Tax @ 825% (Materials),GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Engineering     ($2975625),GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Waterproofing Consultant (Allowance),GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
OH&P,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Insurance @ 1% (Moved to General Conditions),GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Comparable Pricing  GENERAL CONTRACTOR FEES  OVERHEAD & PROFIT,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Architectural & Structural Design,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Site Due Diligence,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Site Purchase           $3346545,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Commissioning,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Building Permit  Building Owner Fees (Moved to Gen Cond),GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Payment & Performance Bond,GENERAL CONTRACTOR FEES / OVERHEAD & PROFIT
Audio  Video,ELECTRICAL
Security System  Allowance,ELECTRICAL
CO #1  Electrical Amperage Increase,ELECTRICAL
BUILDING ELECTRICAL,ELECTRICAL
2Way Communication System,ELECTRICAL
 PHONE  DATA  CABLE  includes $40000 in Allowances,ELECTRICAL
AV,ELECTRICAL
CATV,ELECTRICAL
Security System,ELECTRICAL
Security Cameras (7 cameras),ELECTRICAL
Electrical (Shell),ELECTRICAL
 Office Electrical,ELECTRICAL
LEASING OFFICE  CLUBHOUSE  ELECTRICAL,ELECTRICAL
Unit and Building Light Fixtures,ELECTRICAL
Primary Electrical Revisions  Allowance,ELECTRICAL
Access Control System  Vehicular Gate,ELECTRICAL
BDA  Shopdrawing,ELECTRICAL
Electrical & Data Systems,ELECTRICAL
Fire Alarm System,ELECTRICAL
Lobby Cycle Room Fitness Room Fixture  Allowance,ELECTRICAL
 Lightning Protection,ELECTRICAL
Electrical Service,ELECTRICAL
Electrical for well,ELECTRICAL
Electrical Wiring RoughIn Walls,ELECTRICAL
Warehouse Lighting  Electrical,ELECTRICAL
Light Fixtures,ELECTRICAL
Lighting  Warehouse  Shop Area,ELECTRICAL
Electric Car Charging Stations,ELECTRICAL
LEASING OFFICE  CLUBHOUSE  LIGHT FIXTURES,ELECTRICAL
Controlled Access System,ELECTRICAL
Access Controls,ELECTRICAL
Low Voltage Final,ELECTRICAL
Electronic saety and security,ELECTRICAL
Install low voltage data and cabling for the following (Allowance):,ELECTRICAL
Access Control and CCTV  Material,ELECTRICAL
 Electrical  Shell Gear & Lighting,ELECTRICAL
Alarm System,ELECTRICAL
Provide Light Fixture Package,ELECTRICAL
Electronic Security & Fire Protection,ELECTRICAL
CLUB  Security System,ELECTRICAL
#22  Electrical upgrades for lighting HVAC  and elevator (Est),ELECTRICAL
Low Voltage  Gates  Access Control,ELECTRICAL
Amenity Burgler Alarm,ELECTRICAL
Amenity Low Voltage (burglar alarm sound system & TVs),ELECTRICAL
Verizon Trench and conduit,ELECTRICAL
Communications  Radio Signal Booster,ELECTRICAL
Furnish and Install Lutron Panelized Lighting Control System (Allowance),ELECTRICAL
Electrical (Office),ELECTRICAL
Fire Alarm,ELECTRICAL
Garage Electrical  Lighting,ELECTRICAL
Electrical Distribution,ELECTRICAL
First Responder Radio Coverage  Allowance,ELECTRICAL
Electrical Material  Campbell,ELECTRICAL
 Electronic Safety & Security,ELECTRICAL
Solar Panels  Hotel,ELECTRICAL
Utilitarian lighting for closets garage etc (Allowance),ELECTRICAL
Integrated AutomationSmart Home System,ELECTRICAL
Security wiring and trim out (Allowance),ELECTRICAL
Electrical  Shopdrawing,ELECTRICAL
CONTROLS (CBRE EMCI RODDA)  ALLOWANCE,ELECTRICAL
Generator System,ELECTRICAL
(3) Big Ass Fans ES6 72 in Bronze with light kits,ELECTRICAL
Includes Allowance of $30000 for two Parking Lot Pole Lights,ELECTRICAL
Provide electrical for 12 of first floor (West Side),ELECTRICAL
Communications,ELECTRICAL
Access Control and CCTV  Labor,ELECTRICAL
Electrical Fixtures  Allowance,ELECTRICAL
Lighting Control System,ELECTRICAL
Electronic Safety and Security,ELECTRICAL
 Elec Generators,ELECTRICAL
Electrical and Fire Alarm  Warehouse,ELECTRICAL
Addressable Fire Alarm System,ELECTRICAL
Security  Surveillance,ELECTRICAL
Area Lighting,ELECTRICAL
Electrical Switch Gear,ELECTRICAL
Electrical Switchgear ,ELECTRICAL
Lighting  Office Area,ELECTRICAL
Electrical Fixtures,ELECTRICAL
Lighting Package with Dimming System,ELECTRICAL
Residential PreWire (excludes home runs),ELECTRICAL
Electrical Rough In and Trim Labor,ELECTRICAL
DAS signal booster systems are excluded,ELECTRICAL
Interior Lighting,ELECTRICAL
Low Voltage AV and Media  Allowance,ELECTRICAL
Low Voltage  Communications,ELECTRICAL
Voice Data and Communication (NIC),ELECTRICAL
Electrical and Lighting  Commercial Building,ELECTRICAL
Furnish and Install Electrical work,ELECTRICAL
Electrical Systems (includes $405000 Allowance for Lighting),ELECTRICAL
Electrical Final,ELECTRICAL
CO #1  Aluminum Electrical Feeders in lieu of Copper,ELECTRICAL
Telecom  Allowance,ELECTRICAL
Amenity Low Voltage,ELECTRICAL
Rough Electrical,ELECTRICAL
Allowance #3  Electrical Work for LowVoltage Infrastructure,ELECTRICAL
Electrical Infrastructure,ELECTRICAL
Amenity Sound System,ELECTRICAL
APT  Electrical (incl fixtures),ELECTRICAL
Amenity Light Fixtures,ELECTRICAL
Lighting  Fan Materials,ELECTRICAL
Amenity  Common Area WiFi,ELECTRICAL
Low Voltage Allowance,ELECTRICAL
Electrical and Lighting  Hotel,ELECTRICAL
Div 16  Electrical  Comparable Pricing,ELECTRICAL
Shell Electrical,ELECTRICAL
Low Voltage  CCTV (Camera) Systems,ELECTRICAL
Electrical and Fire Alarm  Office,ELECTRICAL
Electrical (aluminum feeders  Romex cabling),ELECTRICAL
CO 4: Electrical Changes,ELECTRICAL
Electrical Contract,ELECTRICAL
 EMERGENCY GENERATOR,ELECTRICAL
Electrical Safety and Security,ELECTRICAL
Furnish and Install AudioVideo Equipment with Savant AV System (Allowance),ELECTRICAL
Low Voltage ‐ Gates  Access Control,ELECTRICAL
Manual Generator Transfer Switch ,ELECTRICAL
FIRE ALARM (SHELL BUILDING),ELECTRICAL
Electrical Materials  Labor ,ELECTRICAL
Conduits  CCTV  AV  Access Control,ELECTRICAL
Fire Alarm Systems,ELECTRICAL
IDFF Quad Outlets  Allowance,ELECTRICAL
Electrical System,ELECTRICAL
VE  Aluminum Feeders in lieu of Copper,ELECTRICAL
LowVoltage RoughIn,ELECTRICAL
Electrical Wiring RoughIn (incl underground electrical service),ELECTRICAL
Security,ELECTRICAL
AV Control  Turnkey,ELECTRICAL
Telcom  Allowance,ELECTRICAL
LowVoltage RoughIn  Phase 2  Allowance,ELECTRICAL
Low Voltage Wiring,ELECTRICAL
 Warehouse Electrical,ELECTRICAL
Low Voltage RoughIn (SecurityAudio)  Allowance,ELECTRICAL
Residential Fire Alarm (per AHJ codes),ELECTRICAL
Electrical Systems,ELECTRICAL
Main Service and Switchgear,ELECTRICAL
Led tape lighting (Allowance),ELECTRICAL
Electronic Surveillance,ELECTRICAL
CLUB  Electrical (incl fixtures),ELECTRICAL
Lighting Fixtures,ELECTRICAL
Low Voltage  CCTV (Camera) System,ELECTRICAL
Light Fixtures  Allowance,ELECTRICAL
WAREHOUSE LIGHTING (176 EA  36K LUMEN FIXTURES) 30 FC LIGHT LEVEL,ELECTRICAL
Generator,ELECTRICAL
 LIGHT FIXTURES,ELECTRICAL
Security  Allowance,ELECTRICAL
Comminications,ELECTRICAL
Office  Electrical RoughIn,ELECTRICAL
Electrical  Interiors,ELECTRICAL
 Warehouse Lighting,ELECTRICAL
 Fire Alarm  Monitor Riser Room,ELECTRICAL
 ELECTRICAL,ELECTRICAL
Fire Alarm  Phase 2  Allowance,ELECTRICAL
Electrical and Fire Alarm Systems,ELECTRICAL
Alternate #4  Light Fixture Type A,ELECTRICAL
Electrical,ELECTRICAL
High Voltage Electric,ELECTRICAL
Solar Electric PV  Allowance,ELECTRICAL
Fire Alarm  Allowance,ELECTRICAL
 ELECTRICAL  includes $75000 in Allowances,ELECTRICAL
Low Voltage Automation System  Phone  TV  Data  Audio,ELECTRICAL
SECURITY & TELECOM PATHWAY  ALLOWANCE,ELECTRICAL
Building Mangement System  Allowance,ELECTRICAL
Wifi,ELECTRICAL
Electronic Safety & Security,ELECTRICAL
Electrical and Lighting  Garage,ELECTRICAL
Light Fixtures and Ceiling Fans,ELECTRICAL
Alt #16  Provide 4000amp termination in lieu of 2400amp,ELECTRICAL
ELECTRICAL TOTAL,ELECTRICAL
 SECURITY & SURVEILLANCE,ELECTRICAL
1200 amp 227480 volt three phase fourwire service for each building,ELECTRICAL
Comparable Pricing  ELECTRICAL,ELECTRICAL
VE  Delete Temp Lighting on 2nd and 3rd Floor,ELECTRICAL
Electrical Labor,ELECTRICAL
Site Light Fixtures,ELECTRICAL
Security & Communications  (includes $6000 Allowance for Radio),ELECTRICAL
CLUB  Fire Detection System,ELECTRICAL
Low Voltage ‐ CCTV (Camera) Systems,ELECTRICAL
Roughin Light Fixtures  Allowance,ELECTRICAL
Site Electrical Underground,ELECTRICAL
Lutron Power Supply,ELECTRICAL
 AUDIO SYSTEM  50% OF UNITS,ELECTRICAL
TV  Telephone  Internet Services,ELECTRICAL
Electrical  Exterior Lighting,ELECTRICAL
Low Voltage ‐ Communications,ELECTRICAL
Fire Detection and Alarm,ELECTRICAL
Security System (Allowance),ELECTRICAL
COMBINED TELECOMMUNICATIONS & DATA  ALLOWANCE,ELECTRICAL
 FIRE ALARM SYSTEM,ELECTRICAL
Primary Building Electrical  Allowance,ELECTRICAL
 COMMUNICATION SYSTEMS,ELECTRICAL
Electrical Panels Feeders Distribution & Fixtures,ELECTRICAL
Electrical  Phase 2  Allowance,ELECTRICAL
PHONE  DATA  CABLE,ELECTRICAL
FireSecurity System,ELECTRICAL
Fire Life Safety Systems,ELECTRICAL
401 ROUND Recessed cans (Allowance),ELECTRICAL
Secondary Conduit,ELECTRICAL
AudioVisualLow Voltage systems,ELECTRICAL
LowVoltage,ELECTRICAL
Alarm System  Allowance,ELECTRICAL
Amenity Electrical,ELECTRICAL
BDA (telecommunications),ELECTRICAL
ERRC Survey only (not an ERRC system),ELECTRICAL
Voltage  CCTV (Camera) Systems,ELECTRICAL
Low Voltage Electric & Entertainment,ELECTRICAL
Light Fixture Allowance,ELECTRICAL
Electrical and Fire Alarm,ELECTRICAL
Repeater System Allowance,ELECTRICAL
Low Voltage RoughIn (SecurityAudio),ELECTRICAL
APT  Fire Detection System,ELECTRICAL
Provide and Install VLT Custom Fiber Optic Lighting (Star Field) at Media Room,ELECTRICAL
Electrical Labor and Materials,ELECTRICAL
Electrical  Building Shell,ELECTRICAL
Integrated AutomationSmart Home,ELECTRICAL
Office  Electrical FinishOut,ELECTRICAL
Shrink Wrapper Power  Allowance,ELECTRICAL
Security & Smoke System,ELECTRICAL
LEASING OFFICE  CLUBHOUSE  LOW VOLTAGE SYSTEMS,ELECTRICAL
Provide Black Pipe ILO Galvanized for Fire Sprinkler,MECHANICAL / PLUMBING
Fire Protection & Alarm,MECHANICAL / PLUMBING
Office  Plumbing RoughIn,MECHANICAL / PLUMBING
Alt #12  Provide 3 domestic water line to the future office areas as shown on ADD the plan,MECHANICAL / PLUMBING
Plumbing Fixtures,MECHANICAL / PLUMBING
HVAC,MECHANICAL / PLUMBING
Plumbing Final,MECHANICAL / PLUMBING
Fire Sprinklers ( Materials & Labor ),MECHANICAL / PLUMBING
Sprinkler Modification  MHE Obstructions  Allowance,MECHANICAL / PLUMBING
Mechanical $250000  Included in Borrowers Soft Cost Budget,MECHANICAL / PLUMBING
Addendum 1  VRF Revision,MECHANICAL / PLUMBING
#20  4 HVAC units for 2nd flr and 3rd flr,MECHANICAL / PLUMBING
HVAC System,MECHANICAL / PLUMBING
Plumbing TopOut,MECHANICAL / PLUMBING
HVAC (Shell),MECHANICAL / PLUMBING
CLUB  HVAC,MECHANICAL / PLUMBING
HVAC  Plumbing,MECHANICAL / PLUMBING
HVAC System (14 SEER condensing units and air handlers with electric heat),MECHANICAL / PLUMBING
Office  HVAC Ducting,MECHANICAL / PLUMBING
Furnish and Install Plumbing Work,MECHANICAL / PLUMBING
Submetering System,MECHANICAL / PLUMBING
Fire Supression,MECHANICAL / PLUMBING
 Louvers  Prefinished Attic Louvers,MECHANICAL / PLUMBING
Fire Sprinklers  Phase 2  Allowance,MECHANICAL / PLUMBING
Warehouse HVAC,MECHANICAL / PLUMBING
HVLS Warehouse Fans,MECHANICAL / PLUMBING
Mechanical and Plumbing,MECHANICAL / PLUMBING
Fire Protection (standard ESFR system),MECHANICAL / PLUMBING
HVAC (furnish RTUs and duct drops),MECHANICAL / PLUMBING
HVAC Final,MECHANICAL / PLUMBING
LEASING OFFICE  CLUBHOUSE  HVAC SYSTEMS,MECHANICAL / PLUMBING
Rough Plumbing,MECHANICAL / PLUMBING
Fire Sprinkler  Interiors,MECHANICAL / PLUMBING
Fire Sprinkler System,MECHANICAL / PLUMBING
Plumbing (With above),MECHANICAL / PLUMBING
Plumbing  Warehouse  Shop Area,MECHANICAL / PLUMBING
Fire Suppression,MECHANICAL / PLUMBING
Fire Protection  Shopdrawing,MECHANICAL / PLUMBING
SPRINKLER HEAD ADJUSTMENTS  ALLOWANCE,MECHANICAL / PLUMBING
Condensate Distribution  Water Reuse,MECHANICAL / PLUMBING
Underslab Plumbing,MECHANICAL / PLUMBING
Heating Ventilating and Air Conditioning,MECHANICAL / PLUMBING
Plumbing  Shopdrawing,MECHANICAL / PLUMBING
HVAC  Office,MECHANICAL / PLUMBING
APT  Plumbing (M&L),MECHANICAL / PLUMBING
Mechanical (electric unit heaters),MECHANICAL / PLUMBING
presumed to include the referenced $40000 roof screen allowance,MECHANICAL / PLUMBING
Fire Protection and Sprinklers,MECHANICAL / PLUMBING
Hydronic Heating & Snow Melt,MECHANICAL / PLUMBING
Tub Repair,MECHANICAL / PLUMBING
HVAC (Office),MECHANICAL / PLUMBING
Office  HVAC Units,MECHANICAL / PLUMBING
Residential HVAC (14 SEER  410A w electric heat),MECHANICAL / PLUMBING
APT  Water SubMeters,MECHANICAL / PLUMBING
Div 15  Mechanical & Plumbing  Comparable Pricing,MECHANICAL / PLUMBING
HVAC Materials ,MECHANICAL / PLUMBING
Plumbing (water and sanitary sewer service only),MECHANICAL / PLUMBING
Plumbing Rough In,MECHANICAL / PLUMBING
Plumbing (Shell),MECHANICAL / PLUMBING
Venting,MECHANICAL / PLUMBING
Water SubMetering,MECHANICAL / PLUMBING
Warehouse Sprinkler System,MECHANICAL / PLUMBING
MECHANICAL  PLUMBING TOTAL,MECHANICAL / PLUMBING
Underground Fire Line,MECHANICAL / PLUMBING
Louvers,MECHANICAL / PLUMBING
 & Alarm,MECHANICAL / PLUMBING
Residential Plumbing,MECHANICAL / PLUMBING
 Plumbing  Shell Sanitary Waste & Vent Piping,MECHANICAL / PLUMBING
Warehouse Plumbing,MECHANICAL / PLUMBING
Patch  Repair Plumbing Insulation  Allowance,MECHANICAL / PLUMBING
Floor Heating,MECHANICAL / PLUMBING
Tub Repairs,MECHANICAL / PLUMBING
Plumbing (water & sanitary only),MECHANICAL / PLUMBING
Water SubMeters (one cold water submeter per unit),MECHANICAL / PLUMBING
Porch Heaters,MECHANICAL / PLUMBING
Plumbing,MECHANICAL / PLUMBING
 HVAC  Crawl Space & Unit Heaters,MECHANICAL / PLUMBING
Fire Sprinkler  Allowance,MECHANICAL / PLUMBING
Fire System  Allowance,MECHANICAL / PLUMBING
AC & Heating Final,MECHANICAL / PLUMBING
MEP  POOL AREA #1,MECHANICAL / PLUMBING
HVAC & Controls,MECHANICAL / PLUMBING
Garage Sprinklers (dry system per NFPA 13),MECHANICAL / PLUMBING
Plumbing Materials  Labor ,MECHANICAL / PLUMBING
HVAC System (Includes ERV),MECHANICAL / PLUMBING
 HVAC SYSTEMS,MECHANICAL / PLUMBING
Comparable Pricing  MECHANICAL  PLUMBING,MECHANICAL / PLUMBING
Garage Sprinklers (standpipe and dry system per NPFA 13),MECHANICAL / PLUMBING
Garage HVAC (Garage exhaust fan included),MECHANICAL / PLUMBING
Garage HVAC,MECHANICAL / PLUMBING
Exhaust Fan Ductwork & Venting,MECHANICAL / PLUMBING
Fire Suppressioin,MECHANICAL / PLUMBING
VAPOR MITIGATION SYSTEM,MECHANICAL / PLUMBING
Fire Pump,MECHANICAL / PLUMBING
Plumbing Fixtures & Trim  Allowance,MECHANICAL / PLUMBING
Repair  Upgrade Existing Garage Fire Sprinklers  Allowance,MECHANICAL / PLUMBING
HVAC Equipment and Labor,MECHANICAL / PLUMBING
Warehouse Louvers  Motorized,MECHANICAL / PLUMBING
Provide and Install Plumbing Fixtures and Fittings (Allowance),MECHANICAL / PLUMBING
APT  HVAC (M&L),MECHANICAL / PLUMBING
HVAC System (Goodman 14 SEER heat pump units),MECHANICAL / PLUMBING
Gas,MECHANICAL / PLUMBING
HVAC Labor  ,MECHANICAL / PLUMBING
Fire Protection (ESFR sprinkler system),MECHANICAL / PLUMBING
HVAC  Warehouse  Shop Area,MECHANICAL / PLUMBING
Mechanical,MECHANICAL / PLUMBING
Office  Plumbing FinishOut,MECHANICAL / PLUMBING
Fire Protection Systems,MECHANICAL / PLUMBING
BAS,MECHANICAL / PLUMBING
HVAC (unit heaters),MECHANICAL / PLUMBING
Mechanical HVAC Systems,MECHANICAL / PLUMBING
Amenity Plumbing,MECHANICAL / PLUMBING
Provide 12 first floor for HVAC (West Side),MECHANICAL / PLUMBING
Alt #10  Provide Sch 7 Fire Protection line piping in lieu of Sch 10,MECHANICAL / PLUMBING
SMOKE EVACUATION ( 45000 CFM EXHAUST FANS INTERLOCKED WITH DOCK DOORS),MECHANICAL / PLUMBING
Smoke Detection (Allowance),MECHANICAL / PLUMBING
Plumbing Labor,MECHANICAL / PLUMBING
Fire Sprinkler (Office),MECHANICAL / PLUMBING
Fire Sprinkler System (fire pump included),MECHANICAL / PLUMBING
Green Builder  3rd Party Inspections,MECHANICAL / PLUMBING
Provide and Install Undermount Vanity Sinks,MECHANICAL / PLUMBING
HVAC  Phase 2  Allowance,MECHANICAL / PLUMBING
Plumbing  Interiors,MECHANICAL / PLUMBING
Fire Protection and Fire Suppression,MECHANICAL / PLUMBING
Furnish and install Water SoftenerPurification Tank,MECHANICAL / PLUMBING
Tub Protectors,MECHANICAL / PLUMBING
HVAC  Building Shell,MECHANICAL / PLUMBING
Daikin VRF Systems,MECHANICAL / PLUMBING
 Fire Suppression  Shell Configuration for Full Bldg,MECHANICAL / PLUMBING
Heating & AC RoughIn,MECHANICAL / PLUMBING
CLUB  Plumbing,MECHANICAL / PLUMBING
APT  Sprinkler System,MECHANICAL / PLUMBING
Div 15  Plumbing & HVAC  Comparable Pricing,MECHANICAL / PLUMBING
Kitchen Hood,MECHANICAL / PLUMBING
Garage HVAC (exhaust fan system),MECHANICAL / PLUMBING
Garage Sprinklers,MECHANICAL / PLUMBING
Provide and Install Undermount Kitchen Sinks,MECHANICAL / PLUMBING
Provide MIRV 13 Filters ILO Specified Duct Cleaning,MECHANICAL / PLUMBING
Amenity HVAC (14 SEER  410A w electric heat),MECHANICAL / PLUMBING
Water SubMeters,MECHANICAL / PLUMBING
HVAC  Interiors,MECHANICAL / PLUMBING
Plumbing System,MECHANICAL / PLUMBING
Plumbing TopOut  Allowance,MECHANICAL / PLUMBING
Residential Fire Sprinklers (NFPA 13R  semirecessed white),MECHANICAL / PLUMBING
Shell HVAC,MECHANICAL / PLUMBING
 PLUMBING,MECHANICAL / PLUMBING
Amenity Plumbing Fixtures,MECHANICAL / PLUMBING
1 Ton wall mount minisplit unit for AV Room,MECHANICAL / PLUMBING
Fire Protection System,MECHANICAL / PLUMBING
ESFR Sprinkler System,MECHANICAL / PLUMBING
Shower Fiberglass  Waterproofing,MECHANICAL / PLUMBING
Fire Suppression Systems,MECHANICAL / PLUMBING
Heating Ventilating and Air Conditioning,MECHANICAL / PLUMBING
Fire Sprinkler  Building Shell,MECHANICAL / PLUMBING
#21  2nd flr WC and Lav,MECHANICAL / PLUMBING
HVAC Equip & Curbs,MECHANICAL / PLUMBING
Plumbing  Phase 2  Allowance,MECHANICAL / PLUMBING
Plumbing  Office Area,MECHANICAL / PLUMBING
Plumbing & HVAC,MECHANICAL / PLUMBING
Plumbing System (Electric lowboy water heaters),MECHANICAL / PLUMBING
Fire Pumps (2),MECHANICAL / PLUMBING
Fire Sprinkler Systems,MECHANICAL / PLUMBING
Shell Plumbing,MECHANICAL / PLUMBING
Plumbing  Mechanical  Electric for office,MECHANICAL / PLUMBING
Vault Equipment,MECHANICAL / PLUMBING
Fire Alarm ( Material & Labor ),MECHANICAL / PLUMBING
Plumbing  Building Shell,MECHANICAL / PLUMBING
Heating Ventilating and AC,MECHANICAL / PLUMBING
Fire Supression (ESFR per NFPA 13 Includes an electric fire pump),MECHANICAL / PLUMBING
Plumbing Systems,MECHANICAL / PLUMBING
HVAC  Shopdrawing,MECHANICAL / PLUMBING
FIRE PROTECTION,MECHANICAL / PLUMBING
Hot Water Heaters,MECHANICAL / PLUMBING
Return Air Grills,MECHANICAL / PLUMBING
Fire Sprinklers,MECHANICAL / PLUMBING
Allowance #18  HVAC Controls,MECHANICAL / PLUMBING
HVAC RoughIn,MECHANICAL / PLUMBING
Ansul System ,MECHANICAL / PLUMBING
HVAC SYSTEMS  CORRIDORS,MECHANICAL / PLUMBING
MEP  POOL AREA #2,MECHANICAL / PLUMBING
HVAC System (15 SEER heat pump units),MECHANICAL / PLUMBING
Energy Management System,MECHANICAL / PLUMBING
HVAC Material  Campbell,MECHANICAL / PLUMBING
CO 1: RTU Substitute,MECHANICAL / PLUMBING
